#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
Windjammers (World);Windjammers (World);SNK Neo Geo CD;;1995;Data East;Sports/Futuristic;;;;;0;;;;;
World Heroes (World);World Heroes (World);SNK Neo Geo CD;;1995;ADK;Fighter;;;;;0;;;;;
World Heroes 2 (World);World Heroes 2 (World);SNK Neo Geo CD;;1995;ADK;Fighter;;;;;0;;;;;
World Heroes 2 Jet (Japan);World Heroes 2 Jet (Japan);SNK Neo Geo CD;;1994;ADK;Fighter;;;;;0;;;;;
World Heroes 2 Jet (World);World Heroes 2 Jet (World);SNK Neo Geo CD;;;;;;;;;;;;;;
World Heroes Perfect (World);World Heroes Perfect (World);SNK Neo Geo CD;;1995;ADK;Fighter;;;;;0;;;;;
Zintrick (World);Zintrick (World);SNK Neo Geo CD;;;;;;;;;;;;;;
neocd;neocd;SNK Neo Geo CD;;;;;;;;;;;;;;
neocdz;neocdz;SNK Neo Geo CD;;;;;;;;;;;;;;
neogeo;neogeo;SNK Neo Geo CD;;;;;;;;;;;;;;
uni-bioscd-32;uni-bioscd-32;SNK Neo Geo CD;;;;;;;;;;;;;;
