#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
Mortal Kombat III - Revelations (X);Mortal Kombat III - Revelations (X);Sega Genesis Hacks;;;;;;;;;;;;;;
Mortal Kombat III - Ultimate MK3 Trilogy (Hack);Mortal Kombat III - Ultimate MK3 Trilogy (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Mortal Kombat III - Ultimate MK3 Trilogy (X);Mortal Kombat III - Ultimate MK3 Trilogy (X);Sega Genesis Hacks;;;;;;;;;;;;;;
Mortal Kombat Revelations;Mortal Kombat Revelations;Sega Genesis Hacks;;;;;;;;;;;;;;
Mortal Kombat Revelations (Hack);Mortal Kombat Revelations (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Motobug the Badnik in Sonic the Hedgehog;Motobug the Badnik in Sonic the Hedgehog;Sega Genesis Hacks;;;;;;;;;;;;;;
Motobug the Badnik in Sonic the Hedgehog (Hack);Motobug the Badnik in Sonic the Hedgehog (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Mr. Needlemouse (Hack);Mr. Needlemouse (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Mr. Needlemouse (hack).bin;Mr. Needlemouse (hack).bin;Sega Genesis Hacks;;;;;;;;;;;;;;
Mr. Nutz - Hoppin' Mad (Hack);Mr. Nutz - Hoppin' Mad (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Mulan (Hack);Mulan (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
NHL 15 (Hack);NHL 15 (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
NHL 17 (Hack);NHL 17 (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
NHL 18 (Hack);NHL 18 (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
NHL 19 (Hack);NHL 19 (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
NHL 67 (Hack);NHL 67 (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Ninja Gaiden (Hack);Ninja Gaiden (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
OMG THE RED RINGS;OMG THE RED RINGS;Sega Genesis Hacks;;;;;;;;;;;;;;
OMG THE RED RINGS (Hack);OMG THE RED RINGS (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Oh Mummy Genesis;Oh Mummy Genesis;Sega Genesis Hacks;;;;;;;;;;;;;;
Oh Mummy Genesis (Hack);Oh Mummy Genesis (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Onslaught (Hack);Onslaught (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Pana Der Hejhog;Pana Der Hejhog;Sega Genesis Hacks;;;;;;;;;;;;;;
Pana Der Hejhog (Hack);Pana Der Hejhog (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Phantasy Star II (Evil Overload);Phantasy Star II (Evil Overload);Sega Genesis Hacks;;;;;;;;;;;;;;
Phantasy Star II (Hack);Phantasy Star II (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Pier Solar and the Great Architects (Hack);Pier Solar and the Great Architects (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Prince of Persia 2 - The Shadow and the Flame (Hack);Prince of Persia 2 - The Shadow and the Flame (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Probotector (Hack);Probotector (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Probotector (X);Probotector (X);Sega Genesis Hacks;;;;;;;;;;;;;;
Project Shadow 2 Demo 4;Project Shadow 2 Demo 4;Sega Genesis Hacks;;;;;;;;;;;;;;
Project Shadow 2 Demo 4 (Hack);Project Shadow 2 Demo 4 (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Ray in Sonic 1;Ray in Sonic 1;Sega Genesis Hacks;;;;;;;;;;;;;;
Ray in Sonic 1 (Hack);Ray in Sonic 1 (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Red Hot Sonic 2;Red Hot Sonic 2;Sega Genesis Hacks;;;;;;;;;;;;;;
Red Hot Sonic 2 (Hack);Red Hot Sonic 2 (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
ResQ (Hack);ResQ (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Robot Wreckage (Hack);Robot Wreckage (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Robotnik Returns;Robotnik Returns;Sega Genesis Hacks;;;;;;;;;;;;;;
Robotnik Returns (Hack);Robotnik Returns (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Robotnik's Revenge;Robotnik's Revenge;Sega Genesis Hacks;;;;;;;;;;;;;;
Robotnik's Revenge (Hack);Robotnik's Revenge (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Rock n' Roll Racing (Hack);Rock n' Roll Racing (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Rock n' Roll Racing (X);Rock n' Roll Racing (X);Sega Genesis Hacks;;;;;;;;;;;;;;
Rockman Chaos;Rockman Chaos;Sega Genesis Hacks;;;;;;;;;;;;;;
Rockman X3 (Hack);Rockman X3 (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Sally Acorn In Sonic 1;Sally Acorn In Sonic 1;Sega Genesis Hacks;;;;;;;;;;;;;;
Sally Acorn In Sonic 1 (Hack);Sally Acorn In Sonic 1 (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Sally Acorn In Sonic 2;Sally Acorn In Sonic 2;Sega Genesis Hacks;;;;;;;;;;;;;;
Sally Acorn In Sonic 2 (Hack);Sally Acorn In Sonic 2 (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Scrabble (Hack);Scrabble (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Shadow In Sonic 1;Shadow In Sonic 1;Sega Genesis Hacks;;;;;;;;;;;;;;
Shadow Run (Hack);Shadow Run (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Shadow Run (X);Shadow Run (X);Sega Genesis Hacks;;;;;;;;;;;;;;
Shadow in Sonic (Hack);Shadow in Sonic (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Shining Force II - Hard Mode (X);Shining Force II - Hard Mode (X);Sega Genesis Hacks;;;;;;;;;;;;;;
Shining Force II - Shining Tactics (Hack);Shining Force II - Shining Tactics (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Shining Force II - Shining Tactics (X);Shining Force II - Shining Tactics (X);Sega Genesis Hacks;;;;;;;;;;;;;;
Shinobi III - Return of the Ninja Master (Enhanced Edition);Shinobi III - Return of the Ninja Master (Enhanced Edition);Sega Genesis Hacks;;;;;;;;;;;;;;
Shinobi III - Return of the Ninja Master (Hack);Shinobi III - Return of the Ninja Master (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Shui Hu Zhuan (Hack);Shui Hu Zhuan (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Slam - Shaq Vs. The Legends (Hack);Slam - Shaq Vs. The Legends (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
SoR 2 Hannah Dundee (Hack);SoR 2 Hannah Dundee (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Somari the Adventurer;Somari the Adventurer;Sega Genesis Hacks;;;;;;;;;;;;;;
Somari the Adventurer (Hack);Somari the Adventurer (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
SoniNeko;SoniNeko;Sega Genesis Hacks;;;;;;;;;;;;;;
SoniNeko (Hack);SoniNeko (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic - Into The Void;Sonic - Into The Void;Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic - Into The Void (Hack);Sonic - Into The Void (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic - Megamix (Hack);Sonic - Megamix (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic - Megamix (X);Sonic - Megamix (X);Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic - Metal Sonic Hyperdrive (X);Sonic - Metal Sonic Hyperdrive (X);Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic - Rockman Chaos (X);Sonic - Rockman Chaos (X);Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic - SFactor Sonia & Silver (Hack);Sonic - SFactor Sonia & Silver (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic - SFactor Sonia & Silver (X);Sonic - SFactor Sonia & Silver (X);Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic - Sonic 3 & Amy Rose (X);Sonic - Sonic 3 & Amy Rose (X);Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic - Sonic 3 Amy Rose (Hack);Sonic - Sonic 3 Amy Rose (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic - Sonic 3 Complete (Hack);Sonic - Sonic 3 Complete (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic - Sonic 3 Complete (X);Sonic - Sonic 3 Complete (X);Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic - The Lost Land;Sonic - The Lost Land;Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic - The Lost Land (Hack);Sonic - The Lost Land (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic - The Lost Land 2;Sonic - The Lost Land 2;Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic - The Lost Land 2 (Hack);Sonic - The Lost Land 2 (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic - Zeta Overdrive (Hack);Sonic - Zeta Overdrive (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic - Zeta Overdrive (X);Sonic - Zeta Overdrive (X);Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 1 - Bouncy Edition;Sonic 1 - Bouncy Edition;Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 1 - Bouncy Edition (Hack);Sonic 1 - Bouncy Edition (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 1 - Hyper X;Sonic 1 - Hyper X;Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 1 - Hyper X (Hack);Sonic 1 - Hyper X (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 1 - Painto maniak's Edition 2;Sonic 1 - Painto maniak's Edition 2;Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 1 - Painto maniak's Edition 2 (Hack);Sonic 1 - Painto maniak's Edition 2 (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 1 - Return to the Origin;Sonic 1 - Return to the Origin;Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 1 - Return to the Origin (Hack);Sonic 1 - Return to the Origin (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 1 - Super Sonic Hack;Sonic 1 - Super Sonic Hack;Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 1 - Super Sonic Hack (Hack);Sonic 1 - Super Sonic Hack (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 1 Alt;Sonic 1 Alt;Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 1 Color Contrast;Sonic 1 Color Contrast;Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 1 Lunacy Demo;Sonic 1 Lunacy Demo;Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 1 Megamix;Sonic 1 Megamix;Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 1 Megamix (Hack);Sonic 1 Megamix (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 1 No-Name;Sonic 1 No-Name;Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 1 Pixel Perfect;Sonic 1 Pixel Perfect;Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 1 Pixel Perfect (Hack);Sonic 1 Pixel Perfect (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 1 Remastered;Sonic 1 Remastered;Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 1 Remastered (Hack);Sonic 1 Remastered (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 1 The Blue Blur;Sonic 1 The Blue Blur;Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 1 The Blue Blur (Hack);Sonic 1 The Blue Blur (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 1 The Harder Levels;Sonic 1 The Harder Levels;Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 1 The Harder Levels (Hack);Sonic 1 The Harder Levels (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 1 The Special Stages;Sonic 1 The Special Stages;Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 1 The Special Stages (Hack);Sonic 1 The Special Stages (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 1 With Fries;Sonic 1 With Fries;Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 1 and 2;Sonic 1 and 2;Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 2 - Battle Race;Sonic 2 - Battle Race;Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 2 - Battle Race (Hack);Sonic 2 - Battle Race (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 2 - Delta (Hack);Sonic 2 - Delta (Hack);Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 2 - Delta (X);Sonic 2 - Delta (X);Sega Genesis Hacks;;;;;;;;;;;;;;
Sonic 2 - The Hybridization Project;Sonic 2 - The Hybridization Project;Sega Genesis Hacks;;;;;;;;;;;;;;
